aticker,coname,fmonth,fyear,che,ibd,teq,sale,oiadp,ni,dp,amort,avg_annual_mktcap,ticker
A131970,두산테스나,12.0,2023,78967797000.0,319539759260.0,403637414860.0,338652254520.0,60778799330.0,49077381670.0,167786144000.0,0.0,637914000000.0,131970
A091700,파트론,12.0,2023,53759620000.0,27646847550.0,505688770710.0,1172405320780.0,41681019120.0,30156905100.0,53750127000.0,421682000.0,493701000000.0,91700
A032190,다우데이타,12.0,2023,376218125000.0,605150537140.0,5716273414160.0,10334025110540.0,667942798550.0,442895796580.0,72522445930.0,0.0,919203000000.0,32190
A251970,펌텍코리아,12.0,2023,26334386000.0,22009083410.0,287664469560.0,284481252450.0,35288650810.0,29127641420.0,10105112000.0,1408616000.0,267598000000.0,251970
A161000,애경케미칼,12.0,2023,90537645000.0,339234690750.0,736322931170.0,1793735842820.0,45060221980.0,32973866060.0,33441262000.0,2198297000.0,695043000000.0,161000
A460860,동국제강,12.0,2023,434773398000.0,1087949404170.0,1721360857060.0,2632104129300.0,235489924840.0,142170864510.0,78069000000.0,748000000.0,539918000000.0,460860
A393890,더블유씨피,12.0,2023,87543717000.0,259018271990.0,1000408000520.0,304986337190.0,46391318230.0,53621155390.0,49660625020.0,820998400.0,1798651000000.0,393890
A052020,에스티큐브,12.0,2023,19762268000.0,1763048890.0,35308187450.0,5827090760.0,-26040976820.0,-24499001250.0,1051507340.0,7599000.0,660038000000.0,52020
A005610,SPC삼립,12.0,2023,6264271000.0,493001066000.0,419012689850.0,3433322296450.0,91734322540.0,50228465290.0,90046764570.0,2013913810.0,593665000000.0,5610
A034950,한국기업평가,12.0,2023,102773491000.0,2292104000.0,121002458780.0,95594059680.0,25839533930.0,24171464050.0,1358963000.0,4062028000.0,336617000000.0,34950
A183300,코미코,12.0,2023,126459835000.0,220010732680.0,287980197090.0,307266896920.0,33028446750.0,45511244110.0,37649167000.0,335957000.0,526804000000.0,183300
A144510,지씨셀,12.0,2023,12557663000.0,91430037500.0,541481756500.0,187544189440.0,4076768550.0,79104920.0,13212489000.0,2426868000.0,627267000000.0,144510
A334970,프레스티지바이오로직스,6.0,2023,45434774000.0,160015641900.0,99802775370.0,1730263640.0,-22105262990.0,-17979638810.0,4175823200.0,66305370.0,269120000000.0,334970
A034310,NICE,12.0,2023,577618087000.0,923088292650.0,1317521695760.0,2818916782450.0,96985264990.0,19000281390.0,157150645210.0,29205014290.0,479106000000.0,34310
A058650,세아홀딩스,12.0,2023,263996351000.0,1658322295000.0,3107732925970.0,6419203603020.0,200772104770.0,131836418210.0,129943497870.0,3734348970.0,433660000000.0,58650
A079900,전진건설로봇,12.0,2023,29550980000.0,19645135970.0,104391147200.0,158370290540.0,32904822480.0,28947782330.0,1296504780.0,124968820.0,,79900
A195870,해성디에스,12.0,2023,139794120000.0,80050378000.0,515050369120.0,672245278170.0,102511938740.0,84426426250.0,43428887000.0,1240092000.0,898561000000.0,195870
A100840,SNT에너지,12.0,2023,70430088000.0,24364496000.0,276014273060.0,321955650200.0,20777120980.0,22727501730.0,4575174000.0,1134198000.0,159746000000.0,100840
A336570,원텍,12.0,2023,12176903000.0,17614239000.0,99279475760.0,115628803090.0,46037112500.0,38833153900.0,1740743680.0,96480780.0,768681000000.0,336570
A352480,씨앤씨인터내셔널,12.0,2023,68354433000.0,51335481960.0,172587237080.0,220327417080.0,32089995970.0,31413709180.0,6957256000.0,115853000.0,473659000000.0,352480
A183190,아세아시멘트,12.0,2023,139914988000.0,687201169330.0,1049123493000.0,1200454909490.0,146886630780.0,89435441000.0,71757361000.0,6784730000.0,387619000000.0,183190
A130660,한전산업,12.0,2023,31926010000.0,37255105260.0,103473245090.0,363261295970.0,26038104190.0,15541995830.0,5821492860.0,114032680.0,256921000000.0,130660
A290690,소룩스,12.0,2023,22288056000.0,82735287790.0,62421326510.0,59827801600.0,515597480.0,-6697203910.0,849315370.0,63590220.0,145854000000.0,290690
A006730,서부T&D,12.0,2023,42228076000.0,892216206740.0,997222014300.0,169161889590.0,37223707170.0,147447527700.0,16375354080.0,98978100.0,484150000000.0,6730
A179900,유티아이,12.0,2023,10634760000.0,77424637490.0,17215221500.0,19361163280.0,-19731810600.0,-29567648370.0,7509277550.0,157749430.0,396985000000.0,179900
A029530,신도리코,12.0,2023,96326445000.0,17642427770.0,991227588170.0,395823115250.0,25334080160.0,54984228870.0,14046997000.0,90315000.0,337475000000.0,29530
A161580,필옵틱스,12.0,2023,147658543000.0,67588608790.0,231906436270.0,300001066100.0,10265296880.0,-8119957040.0,4480087000.0,1135055000.0,224346000000.0,161580
A060370,LS마린솔루션,12.0,2023,34242982000.0,297809000.0,122630218290.0,70779250390.0,13086945970.0,11617864030.0,6423631000.0,39371000.0,221175000000.0,60370
A003520,영진약품,12.0,2023,7207712000.0,66882046490.0,89632344150.0,234902460180.0,3117394410.0,-3875543360.0,8140659000.0,552147000.0,490880000000.0,3520
A222800,심텍,12.0,2023,9983475000.0,213157613260.0,470437819660.0,1041895724970.0,-88124119460.0,-115143871770.0,79917626280.0,735102500.0,1055783000000.0,222800
A104700,한국철강,12.0,2023,30447455000.0,115185000.0,851747532600.0,905095863020.0,86552278450.0,68179597570.0,11867155000.0,0.0,277729000000.0,104700
A166480,코아스템켐온,12.0,2023,2250165000.0,32770550260.0,19600629780.0,33657156170.0,-19675632870.0,-17671634870.0,4664781000.0,222081000.0,238698000000.0,166480
A031430,신세계인터내셔날,12.0,2023,153501152000.0,325307762220.0,851714749860.0,1354327166180.0,48733428810.0,39649249110.0,48234535000.0,10956133000.0,688152000000.0,31430
A032820,우리기술,12.0,2023,12555532000.0,56484683460.0,103420278630.0,63166127540.0,6678853810.0,5032187320.0,2182747000.0,1635971000.0,215699000000.0,32820
A005090,SGC에너지,12.0,2023,282914319000.0,1445875431320.0,868796193810.0,3024051635220.0,106822963770.0,17169648910.0,105457519000.0,1873208000.0,409963000000.0,5090
A115390,락앤락,12.0,2023,88438452000.0,25657868870.0,501464739180.0,484764055130.0,-21057063220.0,-39853583730.0,24059996980.0,4658483730.0,299458000000.0,115390
A018250,애경산업,12.0,2023,65172407000.0,3260778490.0,387626718900.0,668866951120.0,61937813990.0,48604611480.0,13379830000.0,1846138000.0,552681000000.0,18250
A200130,콜마비앤에이치,12.0,2023,51685111000.0,208122440420.0,396302277520.0,579551538020.0,30255895440.0,18736096140.0,15195723000.0,1314666000.0,614309000000.0,200130
A000500,가온전선,12.0,2023,71011596000.0,186896034520.0,331011443000.0,1498606544410.0,43720038990.0,17898342260.0,8311008090.0,0.0,123187000000.0,500
A003960,사조대림,12.0,2023,173362592000.0,216838927030.0,710879106960.0,2063074655680.0,128637166380.0,107150333560.0,29450399140.0,1252380280.0,255408000000.0,3960
A036810,에프에스티,12.0,2023,28169659000.0,130738344420.0,239774504260.0,197608619260.0,-10782402890.0,-18103402110.0,16969069000.0,978208000.0,482894000000.0,36810
A097520,엠씨넥스,12.0,2023,9217698000.0,48777284000.0,323612702490.0,932490110750.0,18224255540.0,27923690820.0,51216995000.0,1205967090.0,531558000000.0,97520
A194480,데브시스터즈,12.0,2023,8229623000.0,14517792430.0,134557437610.0,161143328750.0,-47992774340.0,-49721229020.0,9875298850.0,430694810.0,588434000000.0,194480
A206640,바디텍메드,12.0,2023,42494134000.0,10567793240.0,197416532250.0,134219239670.0,28476969170.0,26668388610.0,7170636000.0,1060883000.0,343143000000.0,206640
A036530,SNT홀딩스,12.0,2023,334196791000.0,5462891000.0,1952822453620.0,1895715059410.0,178996899900.0,164296062870.0,39705459000.0,3421021000.0,262194000000.0,36530
A003160,디아이,12.0,2023,47312347000.0,74638167650.0,161249418300.0,214541934860.0,6139629140.0,1960664840.0,4978967000.0,448399000.0,186863000000.0,3160
A005810,풍산홀딩스,12.0,2023,35558051000.0,68129396010.0,1023904316170.0,406728730510.0,67837648330.0,83387284450.0,12535189480.0,377583120.0,346360000000.0,5810
A399720,가온칩스,12.0,2023,6997754000.0,7130702920.0,62019549700.0,63597349800.0,4351646460.0,6344445910.0,2379390000.0,1870438000.0,394093000000.0,399720
A228760,지노믹트리,12.0,2023,45269445000.0,1834658230.0,125031776860.0,3418009370.0,-17303489580.0,-9006726860.0,934072000.0,243948000.0,347989000000.0,228760
A290650,엘앤씨바이오,12.0,2023,14949458000.0,82134201470.0,156855512480.0,68869546320.0,7748005680.0,48531489390.0,5244303000.0,410109000.0,697102000000.0,290650
A084110,휴온스글로벌,12.0,2023,241669224000.0,254934158630.0,910677183190.0,758379660580.0,113949992830.0,92628240410.0,34192004000.0,1788219000.0,267378000000.0,84110
A001340,백광산업,12.0,2023,24570651000.0,155711325830.0,213651817620.0,233521888170.0,17738515910.0,7728814090.0,21347590000.0,0.0,306505000000.0,1340
A123890,한국자산신탁,12.0,2023,115182427360.0,330015754000.0,1035048089620.0,259071620420.0,116706241680.0,129642234140.0,4016353000.0,453662000.0,382550000000.0,123890
A004690,삼천리,12.0,2023,314045493000.0,1157663238100.0,1675029499690.0,5664041261160.0,174490517250.0,145238917820.0,140880303000.0,4029489000.0,924850000000.0,4690
A218410,RFHIC,12.0,2023,80905735000.0,103590614880.0,328275652390.0,111432998770.0,303024280.0,17683006510.0,6557164000.0,1052321000.0,537124000000.0,218410
A215600,신라젠,12.0,2023,23588104000.0,9696618370.0,57313962970.0,3939558690.0,-21345852210.0,-20369238690.0,1108727420.0,37047880.0,570612000000.0,215600
A455900,엔젤로보틱스,12.0,2023,4161371000.0,10281652820.0,8677896450.0,5146186400.0,-6496614880.0,-9238951560.0,1185013000.0,94150000.0,,455900
A084010,대한제강,12.0,2023,239936345000.0,33084106000.0,843966379880.0,1447832026430.0,109934599550.0,77048614850.0,32822504000.0,1718666000.0,316215000000.0,84010
A093230,이아이디,12.0,2023,61046949000.0,147649585510.0,224478427140.0,279602987440.0,-6899810810.0,-93125001210.0,4021976870.0,391396890.0,285217000000.0,93230
A094170,동운아나텍,12.0,2023,20595205000.0,8664450000.0,60711547240.0,111486613090.0,25107570800.0,26235769890.0,2013397000.0,507745000.0,311445000000.0,94170
A347850,디앤디파마텍,12.0,2023,15642053000.0,8134302870.0,55217986950.0,18677045870.0,-13486251330.0,3426540660.0,1264986000.0,3163398000.0,,347850
A199800,툴젠,12.0,2023,34512821000.0,60431141560.0,30094560630.0,1103409420.0,-17087547700.0,-42340173030.0,1236340000.0,305316000.0,372701000000.0,199800
A372170,윤성에프앤씨,12.0,2023,53764382000.0,66510939000.0,161189665740.0,312881434750.0,26473951390.0,24520766220.0,3397994000.0,149446000.0,1078196000000.0,372170
A200670,휴메딕스,12.0,2023,80247345000.0,2701729710.0,198063056230.0,152273808560.0,37310070520.0,24820704790.0,10670812620.0,606660980.0,342743000000.0,200670
A060980,HL홀딩스,12.0,2023,175372088000.0,922335373960.0,1010313288860.0,1285533416640.0,92173966190.0,48746130030.0,29843305000.0,8126504000.0,346355000000.0,60980
A038500,삼표시멘트,12.0,2023,81715587000.0,598425857920.0,706001382630.0,823729443910.0,84701114940.0,33807860690.0,70374379980.0,1592323420.0,366239000000.0,38500
A900140,엘브이엠씨홀딩스,12.0,2023,14322000000.0,177986474000.0,418288998000.0,260466177000.0,7412995000.0,-41402844000.0,18294324000.0,800448000.0,384679000000.0,900140
A397030,에이프릴바이오,12.0,2023,6587174000.0,5903954440.0,57747482120.0,0.0,-13387937230.0,-14129556270.0,673741000.0,682000.0,235628000000.0,397030
A020000,한섬,12.0,2023,19146412000.0,52931928530.0,1394339128040.0,1528640729240.0,100482854280.0,80985208560.0,40145358000.0,26853060000.0,556091000000.0,20000
A007460,에이프로젠,12.0,2023,35684413000.0,124416537700.0,417688000290.0,150577975320.0,-88866493690.0,-97283316170.0,27019032810.0,2051744130.0,364130000000.0,7460
A338220,뷰노,12.0,2023,4689108000.0,10841899310.0,5019368550.0,13275892080.0,-15675806110.0,-15626719880.0,1293686000.0,123908000.0,324706000000.0,338220
A249420,일동제약,12.0,2023,53258172000.0,217841130970.0,174265577820.0,600757839590.0,-53943619730.0,-80961049470.0,22285985000.0,6032691000.0,532989000000.0,249420
A002310,아세아제지,12.0,2023,101423559000.0,75299913080.0,849757319330.0,908334402460.0,87582502730.0,81053175530.0,49228539210.0,0.0,335085000000.0,2310
A372320,큐로셀,12.0,2023,9917131000.0,42917619570.0,59099540490.0,0.0,-31129752760.0,-29574854320.0,4695539000.0,10692000.0,380962000000.0,372320
A319400,현대무벡스,12.0,2023,19286085000.0,22426090300.0,160732665930.0,267838061810.0,4143334690.0,4207016420.0,2992488000.0,753641000.0,426340000000.0,319400
A079370,제우스,12.0,2023,78893682000.0,113814001470.0,343135608730.0,402871359940.0,7144645760.0,10025149670.0,9850239000.0,2499476000.0,362202000000.0,79370
A220100,퓨쳐켐,12.0,2023,8613148000.0,3682519420.0,63914372130.0,13968016470.0,-8411501060.0,-6711785920.0,5492796000.0,163281000.0,202604000000.0,220100
A004700,조광피혁,12.0,2023,35949366000.0,22604081000.0,434710151010.0,126567009190.0,6344169360.0,9045801550.0,1719750500.0,1099320.0,327049000000.0,4700
A027410,BGF,12.0,2023,246256547000.0,87727831770.0,1900643336450.0,443173612080.0,70546076290.0,69136637000.0,11652000000.0,11902456000.0,376819000000.0,27410
A013030,하이록코리아,12.0,2023,170178978000.0,0.0,406859458760.0,188839137910.0,51891524970.0,47730254860.0,4708069000.0,0.0,319969000000.0,13030
A084690,대상홀딩스,12.0,2023,806555065000.0,1807761922500.0,1583313432650.0,5259400430140.0,114614891500.0,65516157060.0,151146000000.0,13472000000.0,282920000000.0,84690
A084850,아이티엠반도체,12.0,2023,35081783000.0,311413338800.0,186237883100.0,580535283000.0,-14879697540.0,-33001895870.0,55438033000.0,873442000.0,548299000000.0,84850
A200880,서연이화,12.0,2023,168977605000.0,547490785950.0,925584964150.0,3574265560030.0,193109887890.0,164039657130.0,110794365000.0,14809621000.0,421548000000.0,200880
A001940,KISCO홀딩스,12.0,2023,115011397000.0,13122128250.0,1598950141870.0,1541894306070.0,149275075240.0,130202530560.0,22686380000.0,0.0,317927000000.0,1940
A306200,세아제강,12.0,2023,218329885000.0,236855498000.0,997250711960.0,1860904969910.0,231910194040.0,188833969220.0,28510856000.0,2157000000.0,394375000000.0,306200
A032500,케이엠더블유,12.0,2023,77196068000.0,54547301120.0,174865189820.0,100068287660.0,-62858228030.0,-65286675520.0,13894919000.0,1288656000.0,681659000000.0,32500
A119610,인터로조,12.0,2023,5841041000.0,57878808000.0,187757903830.0,121842779440.0,18315172070.0,13785558090.0,9406596000.0,309303000.0,433846000000.0,119610
A114840,아이패밀리에스씨,12.0,2023,16052758000.0,10273906880.0,68994279170.0,148685912950.0,23996195140.0,19997096910.0,451723000.0,60300000.0,184497000000.0,114840
A388720,유일로보틱스,12.0,2023,21400424000.0,25600392330.0,34883623840.0,29454386710.0,-7008150420.0,-6556244560.0,511379000.0,301811000.0,217727000000.0,388720
A080220,제주반도체,12.0,2023,13102766000.0,20233793510.0,158568405140.0,145899793590.0,17838425310.0,16919765330.0,3656714000.0,52859000.0,180265000000.0,80220
A097230,HJ중공업,12.0,2023,350257000000.0,771707000000.0,340912000000.0,2162073000000.0,-108787000000.0,-114319000000.0,24151000000.0,0.0,320786000000.0,97230
A003220,대원제약,12.0,2023,29982403000.0,146049690070.0,264264472570.0,526952045060.0,32232798510.0,23463261380.0,14769040000.0,2791674000.0,342344000000.0,3220
A049070,인탑스,12.0,2023,111918105000.0,18571804350.0,748491855540.0,577375550270.0,18305655100.0,38442004650.0,17824785920.0,718028590.0,528044000000.0,49070
A420770,기가비스,12.0,2023,30592812000.0,0.0,212614532290.0,91422516770.0,35013634830.0,32663084520.0,694284000.0,11945000.0,991321000000.0,420770
A026890,스틱인베스트먼트,12.0,2023,60798740820.0,0.0,252782010630.0,93760178860.0,33098199450.0,27594774700.0,2615245000.0,83976000.0,262843000000.0,26890
A035890,서희건설,12.0,2023,220255934000.0,123162485760.0,843672006780.0,1441907750430.0,228215359120.0,126686472990.0,26094683000.0,4320813000.0,305119000000.0,35890
A037270,YG PLUS,12.0,2023,12848177000.0,6165623500.0,166900530960.0,223637117240.0,13903131900.0,22274990550.0,2507367950.0,363284620.0,334958000000.0,37270
A216080,제테마,12.0,2023,46218442000.0,130497111150.0,73055934870.0,58716076770.0,2633639000.0,13604191630.0,7652431230.0,721647660.0,351261000000.0,216080
A226950,올릭스,12.0,2023,11982762000.0,39357346000.0,50335955130.0,17064275440.0,-18185342180.0,-19101696120.0,2327337990.0,314609120.0,260889000000.0,226950
A458650,성우,12.0,2023,18779791000.0,30701875840.0,109861916620.0,146659200320.0,28922102540.0,24899984580.0,7224423000.0,0.0,,458650
A255220,SG,12.0,2023,17086657000.0,81262111050.0,51254050890.0,80921130310.0,-13468746820.0,-32912462970.0,4945479620.0,152783270.0,59822000000.0,255220
A027360,아주IB투자,12.0,2023,36522350990.0,60245924050.0,258504751510.0,33371925120.0,17729078860.0,16601630810.0,1928553000.0,17977000.0,279644000000.0,27360
A237880,클리오,12.0,2023,41665821000.0,1766445330.0,213698489590.0,330584497210.0,33809871290.0,27319035500.0,2193374000.0,368673000.0,409002000000.0,237880
A108860,셀바스AI,12.0,2023,84546370000.0,11523669830.0,168519458520.0,53011546840.0,4086696340.0,-125084590.0,1533251000.0,741415000.0,505222000000.0,108860
A211050,인카금융서비스,12.0,2023,936937000.0,63936664330.0,96749183700.0,556822367000.0,46576296000.0,29509280960.0,12009237000.0,320401000.0,128343000000.0,211050
A093320,케이아이엔엑스,12.0,2023,31027472000.0,38032941000.0,184718838110.0,122686237440.0,26565751310.0,26942191930.0,14698388060.0,342312660.0,339074000000.0,93320
A160190,하이젠알앤엠,12.0,2023,17712438000.0,40507272950.0,46031656830.0,77247394700.0,4336496290.0,2646634320.0,1912125000.0,4245000.0,,160190
A108670,LX하우시스,12.0,2023,240726000000.0,890198000000.0,832982000000.0,3525807000000.0,109822000000.0,61786000000.0,165753000000.0,11729000000.0,375498000000.0,108670
A094480,갤럭시아머니트리,12.0,2023,31011821000.0,92176993610.0,113356325870.0,132389824800.0,9240640000.0,-351488720.0,1083448330.0,671507760.0,247739000000.0,94480
A003000,부광약품,12.0,2023,151227173000.0,79386899560.0,234264672240.0,125928240770.0,-37496760000.0,-34406512160.0,4260573260.0,31864530.0,520643000000.0,3000
A025860,남해화학,12.0,2023,34046637000.0,178895157240.0,519316742990.0,1588078324790.0,11053225200.0,10677893330.0,19805529600.0,984336950.0,410094000000.0,25860
A041830,인바디,12.0,2023,22285959000.0,6080293280.0,249834875840.0,170351229730.0,38348312620.0,36560883650.0,5579729000.0,380862000.0,355253000000.0,41830
A033270,유나이티드제약,12.0,2023,23913892000.0,40339031940.0,378681044240.0,278943296810.0,54949693220.0,48261713560.0,9681973200.0,412202420.0,392392000000.0,33270
A378340,필에너지,12.0,2023,110804027000.0,25400590160.0,128612259210.0,196715168080.0,15311910710.0,-6416727160.0,2737315000.0,181699000.0,543403000000.0,378340
A025770,한국정보통신,12.0,2023,151066159000.0,9310327000.0,271223701000.0,725118196000.0,35677366000.0,30055752000.0,10490985000.0,211227000.0,393522000000.0,25770
A060280,큐렉소,12.0,2023,17091910000.0,2059364000.0,100428580220.0,72882216210.0,1135441830.0,-4856019330.0,1270727120.0,321279940.0,570988000000.0,60280
A136480,하림,12.0,2023,44022558000.0,417070718400.0,308556529350.0,1410837724580.0,40446934170.0,13028118630.0,73318139020.0,425872430.0,321432000000.0,136480
A286940,롯데이노베이트,12.0,2023,116966224000.0,149951163960.0,451054726650.0,1196722467900.0,56946199410.0,40721529170.0,36650466000.0,11360672000.0,417596000000.0,286940
A072710,농심홀딩스,12.0,2023,19773320000.0,142421587600.0,1124279984010.0,769496371790.0,75309845520.0,67264054930.0,13556330000.0,404495000.0,313876000000.0,72710
A126720,수산인더스트리,12.0,2023,64278430000.0,42899926620.0,498947236860.0,324740172770.0,50231142470.0,48586664590.0,10899003000.0,476492000.0,308782000000.0,126720
A099430,바이오플러스,12.0,2023,46003921000.0,9259707950.0,138061396590.0,65042901060.0,28025617250.0,27421992290.0,2150054000.0,340196000.0,410612000000.0,99430
A214430,아이쓰리시스템,12.0,2023,18810014000.0,3843190660.0,89807641740.0,121539205450.0,12204489180.0,12561262920.0,4704689170.0,65027610.0,195386000000.0,214430
A389650,넥스트바이오메디컬,12.0,2023,3901874000.0,33872440020.0,-5900999750.0,4882232870.0,-5226499530.0,-7521513090.0,381905000.0,85411000.0,,389650
A243070,휴온스,12.0,2023,64700184000.0,124610122520.0,330412261170.0,552006502260.0,56002319210.0,50385066700.0,17261539000.0,970302000.0,422143000000.0,243070
A043150,바텍,12.0,2023,74016209000.0,36159178750.0,414191689110.0,384945119810.0,64041668330.0,52968694660.0,13739799000.0,875443000.0,507133000000.0,43150
A230360,에코마케팅,12.0,2023,66313477000.0,17057531280.0,256316782120.0,350477745120.0,55096283180.0,48854154100.0,5348859430.0,1552535870.0,366636000000.0,230360
A045100,한양이엔지,12.0,2023,201780676000.0,0.0,533280349980.0,1026166723740.0,85109617530.0,77392350860.0,11196305720.0,453238350.0,277013000000.0,45100
A101730,위메이드맥스,12.0,2023,52065743000.0,30720908120.0,81908847720.0,69763645180.0,3764265340.0,2208079970.0,2604220000.0,710381000.0,412775000000.0,101730
A060250,NHN KCP,12.0,2023,254856081000.0,1898143310.0,223624925180.0,972016222460.0,41958924940.0,35215581390.0,4376840000.0,603942000.0,435718000000.0,60250
A267980,매일유업,12.0,2023,139407573000.0,209687965580.0,540085617850.0,1782979215590.0,72229121230.0,55050059630.0,39484053000.0,2312809000.0,362261000000.0,267980
A050890,쏠리드,12.0,2023,63674904000.0,106472706430.0,273027046400.0,321364602370.0,36268131830.0,40881471290.0,5859528890.0,4263351150.0,347851000000.0,50890
A015360,예스코홀딩스,12.0,2023,73836347000.0,258605564000.0,503009253000.0,1430505844000.0,56717273000.0,34053372000.0,34963126000.0,1426118000.0,195972000000.0,15360
A092790,넥스틸,12.0,2023,56315547000.0,71931122050.0,444944994280.0,619052056910.0,157337247360.0,129580237650.0,11739519000.0,22177000.0,233347000000.0,92790
A018310,삼목에스폼,12.0,2023,34215170000.0,17416812710.0,574988112780.0,439386985130.0,124131729080.0,119380219210.0,84628881000.0,1464989000.0,236356000000.0,18310
A082800,비보존 제약,12.0,2023,7986506000.0,41615020170.0,104067052070.0,71317790870.0,2585441670.0,-3357006370.0,2371627740.0,856311950.0,191678000000.0,82800
A001200,유진투자증권,12.0,2023,446368434000.0,4181978983930.0,1011904699580.0,274144649440.0,27039374850.0,30696475240.0,16984325000.0,5917147000.0,331334000000.0,1200
A445090,에이직랜드,12.0,2023,40293756000.0,25411724140.0,97793723650.0,74154339770.0,3859958970.0,3641164600.0,1551739000.0,207070000.0,489187000000.0,445090
A005390,신성통상,6.0,2023,135048008000.0,439311665010.0,422928809460.0,1542577088960.0,143660896560.0,82776913300.0,81334000000.0,769000000.0,300485000000.0,5390
A095610,테스,12.0,2023,20904046000.0,225939000.0,298898674670.0,146938072260.0,-5861866990.0,1565979350.0,4729002000.0,644910000.0,403238000000.0,95610
A094360,칩스앤미디어,12.0,2023,3602461000.0,1555889020.0,70464015290.0,27627400820.0,7769441240.0,-26697996130.0,1381589000.0,236347000.0,309371000000.0,94360
A299900,위지윅스튜디오,12.0,2023,26790896000.0,31166514100.0,233909027420.0,147335163980.0,-20281322510.0,46673309720.0,6692990000.0,6343047000.0,612364000000.0,299900
A009290,광동제약,12.0,2023,77344257000.0,235641354000.0,588047077500.0,1514454148120.0,42069819370.0,39371762690.0,12430363000.0,473494000.0,335630000000.0,9290
A003800,에이스침대,12.0,2023,37767110000.0,128997000.0,652717383670.0,306414500490.0,57030296240.0,51420218920.0,11111516000.0,7046000.0,325800000000.0,3800
A005160,동국산업,12.0,2023,22411330000.0,202232840020.0,525428485800.0,757010071920.0,-27109102150.0,-20641304360.0,20217916630.0,202554100.0,303829000000.0,5160
A033240,자화전자,12.0,2023,56116501000.0,226021769860.0,379749977550.0,503330314580.0,-16355712210.0,-24425683990.0,41773110000.0,1333971000.0,608744000000.0,33240
A001270,부국증권,12.0,2023,165982883000.0,667885879370.0,757884918850.0,185614151380.0,69108709120.0,57306543250.0,2115664000.0,176063000.0,215965000000.0,1270
A089980,상아프론테크,12.0,2023,19494000000.0,101436665130.0,193026085620.0,183599147400.0,8958369880.0,11994182120.0,13516190000.0,64684000.0,424164000000.0,89980
A005690,파미셀,12.0,2023,13724087000.0,3027736230.0,80396946320.0,56227378920.0,1295996460.0,3577983630.0,2800083000.0,41325000.0,483651000000.0,5690
A009680,모토닉,12.0,2023,31290486000.0,1229974290.0,447117300110.0,244258777560.0,15150182530.0,27476027730.0,5969674000.0,46495000.0,289411000000.0,9680
A051360,토비스,12.0,2023,20504177000.0,181745047480.0,212507897750.0,447392253950.0,25655751180.0,12895757010.0,15732190000.0,1932540000.0,226895000000.0,51360
A001390,KG케미칼,12.0,2023,288717146000.0,1762983364230.0,3636315422310.0,8933057023550.0,442583708060.0,350715471300.0,209090911000.0,66781118000.0,497015000000.0,1390
A118990,모트렉스,12.0,2023,64533306000.0,223819363810.0,205401625200.0,531030803840.0,53191037300.0,31609201440.0,10904194000.0,8115377000.0,430602000000.0,118990
A101160,월덱스,12.0,2023,109716173000.0,48518856830.0,239510376140.0,288087193000.0,64828878120.0,53849755420.0,14277360000.0,128658000.0,400917000000.0,101160
A034120,SBS,12.0,2023,97054798000.0,214228415000.0,881121438230.0,996763613260.0,58323294160.0,47215006480.0,29682638000.0,0.0,572284000000.0,34120
A445680,큐리옥스바이오시스템즈,12.0,2023,17909051000.0,965158810.0,52883455230.0,6787910930.0,-10557074110.0,-10041722910.0,867436070.0,1084500690.0,324668000000.0,445680
A078160,메디포스트,12.0,2023,37523524000.0,52337728440.0,313657362610.0,68642987370.0,-25130694460.0,4950616130.0,5027409280.0,844239580.0,236111000000.0,78160
A256840,한국비엔씨,12.0,2023,68387810000.0,2266947650.0,214206459920.0,80997489680.0,6045988920.0,26116111830.0,7891773000.0,233742000.0,262562000000.0,256840
A041960,코미팜,12.0,2023,14819531000.0,45101586700.0,60015137870.0,42647034860.0,-6273087670.0,-5910605450.0,3443038460.0,86217300.0,416946000000.0,41960
A001820,삼화콘덴서,12.0,2023,36789325000.0,8800235430.0,245224492400.0,280768545010.0,23693227780.0,20925722890.0,21274135000.0,100683000.0,426866000000.0,1820
A323990,박셀바이오,12.0,2023,9046236000.0,361230060.0,83493267970.0,13723320.0,-11507176670.0,-10274078940.0,345106090.0,54577020.0,548401000000.0,323990
A000520,삼일제약,12.0,2023,906143000.0,175879152500.0,127827371780.0,196345807840.0,6471027760.0,1663539530.0,4970770000.0,397201000.0,107829000000.0,520
A304100,솔트룩스,12.0,2023,19362750000.0,5880803060.0,73541967020.0,30828903120.0,-9292179000.0,-10727358900.0,1369168000.0,1180445000.0,316314000000.0,304100
A001500,현대차증권,12.0,2023,849706000000.0,6995412000000.0,1277802000000.0,251608000000.0,65170000000.0,53511000000.0,10556000000.0,5935000000.0,278132000000.0,1500
A114190,강원에너지,12.0,2023,1930178000.0,60673213210.0,42520244080.0,139211241780.0,6927849460.0,5262049560.0,1704761000.0,493810000.0,537173000000.0,114190
A365330,에스와이스틸텍,12.0,2023,25759707000.0,16432986900.0,46233163950.0,119756583100.0,14600825050.0,10819988620.0,1505283000.0,82534000.0,113118000000.0,365330
A083450,GST,12.0,2023,48615766000.0,9419893240.0,233100798710.0,279215395450.0,42538138190.0,36937263560.0,2885660170.0,795854240.0,229367000000.0,83450
A002320,한진,12.0,2023,257529558000.0,2100805723810.0,1539576621740.0,2807528782560.0,122526979250.0,26107574410.0,141100000000.0,13503000000.0,311432000000.0,2320
