aticker,coname,fmonth,fyear,che,ibd,teq,sale,oiadp,ni,dp,amort,avg_annual_mktcap,ticker
A065130,탑엔지니어링,12.0,2023,60731820000.0,75741541400.0,330002709640.0,959380436380.0,21906235140.0,22088083410.0,27016750740.0,1126768510.0,94868000000.0,65130
A376270,에이치이엠파마,12.0,2023,8150750000.0,7960113780.0,17377005190.0,5344041000.0,-11761259820.0,-11666505260.0,2268726000.0,182409000.0,,376270
A163730,핑거,12.0,2023,25014186000.0,2981195000.0,49810831360.0,83127054170.0,3669784550.0,4463862190.0,1390162000.0,434280000.0,110149000000.0,163730
A122310,제노레이,12.0,2023,5173136000.0,19843716000.0,95533182650.0,97897440570.0,12757041200.0,12356204100.0,3132638000.0,1145240000.0,107750000000.0,122310
A262260,에이프로,12.0,2023,14764279000.0,41581562060.0,72258160990.0,235952253020.0,15513720690.0,12068248420.0,1720470000.0,262310000.0,216317000000.0,262260
A043650,국순당,12.0,2023,36082924000.0,675854400.0,227088760590.0,70483966910.0,4464546770.0,-3876168790.0,2682291290.0,1491620.0,109810000000.0,43650
A352910,오비고,12.0,2023,5810136000.0,1519276640.0,36789220080.0,15073316970.0,-536638030.0,399387070.0,587048460.0,546633060.0,128959000000.0,352910
A001260,남광토건,12.0,2023,44948909000.0,39258703930.0,113032137000.0,547683547220.0,4346983080.0,5988599630.0,4442332000.0,5315000.0,89742000000.0,1260
A038460,바이오스마트,12.0,2023,20851454000.0,91718151040.0,121632083720.0,456164440530.0,10085424100.0,16179096190.0,7805196230.0,684704020.0,70859000000.0,38460
A080580,오킨스전자,12.0,2023,11847458000.0,44855419500.0,35961436320.0,56850074930.0,374277960.0,1050590610.0,7813629820.0,871342960.0,214395000000.0,80580
A163280,에어레인,12.0,2023,15983969000.0,3260161410.0,34090920960.0,16343932410.0,240058770.0,-15060340870.0,1132158000.0,175132000.0,,163280
A039240,경남스틸,12.0,2023,3851096000.0,14473265450.0,107882238040.0,390306288910.0,10725528760.0,8552078500.0,2669598360.0,2750000.0,84883000000.0,39240
A196300,애니젠,12.0,2023,1013513000.0,7348481390.0,10519978070.0,5610913000.0,-6716761070.0,-9079389190.0,2395651000.0,472485000.0,72791000000.0,196300
A042500,링네트,12.0,2023,18430659000.0,721761000.0,96119462830.0,217699382440.0,16347719610.0,12788780410.0,627748410.0,21840560.0,70139000000.0,42500
A006090,사조오양,12.0,2023,7878275000.0,67921505450.0,220792416300.0,391537751320.0,16282340440.0,20298534630.0,8798025770.0,39729090.0,77732000000.0,6090
A376930,노을,12.0,2023,6612044000.0,7800055800.0,42988949230.0,2733841250.0,-16138745060.0,-16321080150.0,1813034000.0,57356000.0,118157000000.0,376930
A010470,오리콤,12.0,2023,98603121000.0,2252005130.0,117779850140.0,218556326260.0,12169646950.0,9834734860.0,1961000000.0,92000000.0,165919000000.0,10470
A294630,서남,12.0,2023,2291575000.0,1890600260.0,11013595890.0,6390911560.0,-3093888020.0,-11253726650.0,637180420.0,53606140.0,82832000000.0,294630
A311320,지오엘리먼트,12.0,2023,1300127000.0,766977300.0,50391350380.0,17811078050.0,761102320.0,2226687890.0,735506680.0,53320770.0,143174000000.0,311320
A084180,수성웹툰,12.0,2023,8320149000.0,47877237490.0,76900637660.0,41276921120.0,-4094670680.0,-8226136320.0,791628000.0,1030215000.0,76038000000.0,84180
A067830,세이브존I&C,12.0,2023,67542925000.0,18000000000.0,474358816900.0,123786863300.0,11043745810.0,13617966610.0,4933048000.0,8128000.0,108391000000.0,67830
A317850,대모,12.0,2023,3763089000.0,10602563210.0,46347732880.0,44410624430.0,-378452200.0,-244027670.0,1632696000.0,27494000.0,98766000000.0,317850
A000230,일동홀딩스,12.0,2023,71187417000.0,362476928610.0,169901850420.0,638447517670.0,-79561775820.0,-118787164570.0,24335988000.0,13609021000.0,140649000000.0,230
A037440,희림,12.0,2023,33969021000.0,36284026150.0,73289489300.0,228652275390.0,7376354550.0,6377486200.0,5385491000.0,113460000.0,122757000000.0,37440
A377480,마음AI,12.0,2023,19892323000.0,24967423370.0,20056198420.0,10223567290.0,-3856539650.0,-5555549860.0,1028188000.0,124254000.0,159376000000.0,377480
A222810,세토피아,12.0,2023,5119118000.0,23735600650.0,33054157970.0,104713472500.0,-13635978360.0,-30037159940.0,2120454000.0,29414000.0,164884000000.0,222810
A044820,코스맥스비티아이,12.0,2023,78705027000.0,462936045000.0,252396259250.0,628597019220.0,20249350500.0,2487403700.0,24814431620.0,1510330890.0,89988000000.0,44820
A307180,아이엘사이언스,12.0,2023,8041323000.0,44295088630.0,14444116560.0,39078135180.0,-16743020130.0,-18081076580.0,2987516000.0,109013000.0,84659000000.0,307180
A002800,신신제약,12.0,2023,346456000.0,44504943000.0,62090423780.0,102585576210.0,6003846310.0,4646161080.0,3923405000.0,14086000.0,82579000000.0,2800
A005740,크라운해태홀딩스,12.0,2023,21073404000.0,300343085650.0,543948918090.0,1035541074590.0,71034057050.0,41312914800.0,42862876200.0,5044623690.0,92689000000.0,5740
A093190,빅솔론,12.0,2023,15563828000.0,6131368000.0,207416761590.0,108128067030.0,9271877120.0,10539369270.0,5419868000.0,313588000.0,120249000000.0,93190
A403490,우듬지팜,12.0,2023,1905057000.0,13755839750.0,38527920770.0,56576333040.0,3352841290.0,1426773710.0,2655850910.0,660980.0,117534000000.0,403490
A105740,디케이락,12.0,2023,5995806000.0,26523454000.0,132885926570.0,111449391560.0,11788299790.0,11552198450.0,3290493000.0,117365000.0,102233000000.0,105740
A000590,CS홀딩스,12.0,2023,83529541000.0,1496361420.0,347206891080.0,171965239520.0,19128717940.0,22145557920.0,3352479570.0,54080780.0,69092000000.0,590
A033830,티비씨,12.0,2023,3011543000.0,415581000.0,126363358470.0,43505868960.0,4137402180.0,6194310170.0,1190607000.0,49016000.0,101011000000.0,33830
A142280,녹십자엠에스,12.0,2023,5744025000.0,22579532640.0,36923477370.0,94010675480.0,1800722620.0,1876754300.0,3792215000.0,61395000.0,97305000000.0,142280
A032850,비트컴퓨터,12.0,2023,7502835000.0,2193129130.0,66214265690.0,33458508900.0,6219477490.0,5598840250.0,1092326550.0,514907410.0,103378000000.0,32850
A005800,신영와코루,12.0,2023,37978780000.0,4492538690.0,365678215750.0,202775168750.0,2157294600.0,5008543200.0,4199475000.0,171090000.0,91965000000.0,5800
A088390,이녹스,12.0,2023,63851843000.0,52863458770.0,235637465250.0,61697133220.0,5139441790.0,-14014259350.0,1603823000.0,92912000.0,282543000000.0,88390
A241770,메카로,12.0,2023,11221730000.0,1804014790.0,186163877170.0,40760860090.0,-8467702990.0,-2356650670.0,7334224000.0,318554000.0,111439000000.0,241770
A011370,서한,12.0,2023,151244992000.0,431588858580.0,400157970590.0,621658295690.0,24232110460.0,8540380970.0,6711052000.0,0.0,103987000000.0,11370
A088130,동아엘텍,12.0,2023,49912517000.0,43015354480.0,188798258750.0,165117482960.0,2242034540.0,-10882919470.0,4728921000.0,346995000.0,79861000000.0,88130
A300120,라온피플,12.0,2023,26541318000.0,27647049680.0,46068773150.0,11244331680.0,-11135373710.0,-8716360430.0,500241500.0,131191230.0,143040000000.0,300120
A452190,한빛레이저,12.0,2023,1092801000.0,6895239680.0,23499166990.0,22675958450.0,645281710.0,-5570699060.0,522705000.0,10047000.0,,452190
A036640,HRS,12.0,2023,30897722000.0,2088157000.0,114507188070.0,78169020610.0,12521004410.0,12106559390.0,1393234740.0,20440980.0,90897000000.0,36640
A053260,금강철강,12.0,2023,25949773000.0,2300047370.0,126163570460.0,225362561240.0,5290275020.0,4517373990.0,1119939330.0,0.0,117328000000.0,53260
A141000,비아트론,12.0,2023,4732185000.0,1110985200.0,165765669020.0,28014037150.0,-1682742210.0,1683305620.0,1023380000.0,84605000.0,112873000000.0,141000
A067370,선바이오,12.0,2023,5753451000.0,16479425040.0,28105454880.0,12291883590.0,5192339960.0,4606741840.0,939332000.0,0.0,126183000000.0,67370
A393210,토마토시스템,12.0,2023,8511639000.0,286958650.0,29774904780.0,26572393880.0,2824665460.0,3289307790.0,267879000.0,114841000.0,74433000000.0,393210
A039020,이건홀딩스,12.0,2023,30637559000.0,252256033810.0,371300728270.0,458516755980.0,3234973770.0,-10820215240.0,21315249000.0,919322000.0,70154000000.0,39020
A222160,NPX,3.0,2023,8170270000.0,88701260.0,23566329110.0,3689064460.0,-6695362260.0,-7334661000.0,164660470.0,16242480.0,49437000000.0,222160
A053450,세코닉스,12.0,2023,11636354000.0,89088385150.0,123265087130.0,502361137350.0,16166026740.0,11379208940.0,29966838000.0,289561000.0,103676000000.0,53450
A053350,이니텍,12.0,2023,12542456000.0,29400000.0,112284330920.0,45650974070.0,-3543879100.0,-302406960.0,500091000.0,225423000.0,74564000000.0,53350
A126730,코칩,12.0,2023,1119167000.0,9607924930.0,22925739130.0,32912374630.0,4188898940.0,4799835080.0,1410911000.0,19454000.0,,126730
A302430,이노메트리,12.0,2023,11324239000.0,1044278330.0,64078147110.0,83783909840.0,8208876110.0,7806187060.0,1384675000.0,220064000.0,139111000000.0,302430
A004960,한신공영,12.0,2023,236275233000.0,1117919464260.0,752933021930.0,1309008523010.0,14755273980.0,23668931440.0,8705622620.0,1566303340.0,90982000000.0,4960
A012790,신일제약,12.0,2023,7519305000.0,544126990.0,134895027870.0,89135208840.0,13991301310.0,13641351340.0,5251444950.0,109890000.0,91739000000.0,12790
A241690,유니테크노,12.0,2023,12757696000.0,44907865230.0,126023613800.0,101893975850.0,11443596660.0,9119873850.0,3699293000.0,252198000.0,101325000000.0,241690
A320000,한울반도체,12.0,2023,8813636000.0,7191419570.0,24284435610.0,15967468480.0,392035390.0,1561754320.0,648118000.0,64080000.0,64013000000.0,320000
A369370,블리츠웨이스튜디오,12.0,2023,4694657000.0,12981770550.0,28096214480.0,8939744030.0,-8087740080.0,-10041181450.0,503851000.0,1828117000.0,85138000000.0,369370
A352700,씨앤투스,12.0,2023,22772122000.0,187916000.0,162675594670.0,78037214130.0,-744270440.0,3307187790.0,5083838000.0,75898000.0,110639000000.0,352700
A074610,이엔플러스,12.0,2023,13191442000.0,49258943080.0,79342256710.0,44887669100.0,-23921334940.0,-60808657450.0,2900653000.0,86029000.0,451703000000.0,74610
A013360,일성건설,12.0,2023,25344505000.0,119188938480.0,125046647650.0,607714578440.0,7265982410.0,4080701890.0,6529529850.0,265820100.0,110497000000.0,13360
A170030,현대공업,12.0,2023,46940017000.0,5523770090.0,143827879620.0,307539845200.0,15398581280.0,13113866210.0,3279622220.0,23499080.0,114991000000.0,170030
A007720,대명소노시즌,12.0,2023,16805502000.0,30852996600.0,114457623540.0,159946400710.0,-1589433750.0,-249875130.0,1889922000.0,580436000.0,68734000000.0,7720
A239890,피엔에이치테크,12.0,2023,1480795000.0,12580790910.0,49895104300.0,40181180330.0,6506488170.0,5621975900.0,1543838000.0,15000000.0,199710000000.0,239890
A130580,나이스디앤비,12.0,2023,24893947000.0,3322903350.0,90685561930.0,87910545220.0,14191689690.0,10376813930.0,2757698200.0,1523158530.0,103205000000.0,130580
A006050,국영지앤엠,12.0,2023,13995437000.0,9812114570.0,48788099790.0,76640521220.0,942168840.0,778346160.0,1352924660.0,5874930.0,50607000000.0,6050
A027830,대성창투,12.0,2023,2865111780.0,0.0,84933427070.0,12363265550.0,2052559660.0,2178250790.0,228317050.0,0.0,102394000000.0,27830
A307930,컴퍼니케이,12.0,2023,4530664120.0,2217493000.0,72039295180.0,15858969650.0,-4956484410.0,-5716324930.0,393245040.0,14721660.0,95734000000.0,307930
A383930,디티앤씨알오,12.0,2023,5054375000.0,15880563190.0,31678923780.0,26586277360.0,-12124934200.0,-16635630890.0,4062017000.0,166982000.0,71724000000.0,383930
A950200,소마젠,12.0,2023,3017512000.0,4989467000.0,32247035000.0,32274664000.0,-3552555000.0,-4393652000.0,2831685000.0,1142825000.0,122733000000.0,950200
A136410,아셈스,12.0,2023,8568283000.0,30012977860.0,61288371010.0,47734640830.0,6008991810.0,3266063360.0,2112987000.0,101985000.0,104662000000.0,136410
A083500,에프엔에스테크,12.0,2023,25620615000.0,17218537220.0,65150598990.0,38883827390.0,2282069660.0,1439084720.0,3104977000.0,76181000.0,76877000000.0,83500
A185490,아이진,12.0,2023,5496007000.0,3206881960.0,64334046630.0,3125394060.0,-27085530770.0,-22430389800.0,2077201000.0,59588000.0,90797000000.0,185490
A241520,DSC인베스트먼트,12.0,2023,14438010480.0,23185589300.0,106666091630.0,33564906110.0,17544942080.0,14606369800.0,394536000.0,80000000.0,98567000000.0,241520
A086670,비엠티,12.0,2023,8554498000.0,111750598000.0,121267170300.0,149605878140.0,17432433900.0,16724890330.0,3993929000.0,211883000.0,131516000000.0,86670
A024880,케이피에프,12.0,2023,32297536000.0,305495219100.0,234014768280.0,809653196520.0,47252640810.0,22184693200.0,16324126000.0,0.0,111981000000.0,24880
A204840,지엘팜텍,12.0,2023,4135756000.0,17785327880.0,12282299530.0,26033025360.0,-3228012110.0,-3748514690.0,1686668000.0,451433000.0,54880000000.0,204840
A011320,유니크,12.0,2023,10699093000.0,75086170000.0,117319843770.0,328952037420.0,9343700260.0,6384161750.0,13079369000.0,80030000.0,108979000000.0,11320
A187660,현대ADM,12.0,2023,3372575000.0,7617421920.0,27127582340.0,13790195690.0,-3464613880.0,-3363294380.0,1397712850.0,160880160.0,47433000000.0,187660
A127120,디엔에이링크,12.0,2023,6568254000.0,4323353000.0,26277552340.0,21948990480.0,-4342056430.0,-5595933740.0,1504672230.0,22689780.0,60894000000.0,127120
A442900,미래에셋드림스팩1호,12.0,2023,4377378040.0,9685267000.0,75902267500.0,0.0,-66543110.0,1193198710.0,0.0,0.0,72513000000.0,442900
A010960,삼호개발,12.0,2023,13631738000.0,6192581710.0,227359519340.0,361917141430.0,10532376670.0,15111583630.0,1872803000.0,0.0,89102000000.0,10960
A015710,코콤,12.0,2023,14161530000.0,232809000.0,123113752010.0,100488220560.0,1911182150.0,3030553220.0,1672947290.0,179399130.0,96286000000.0,15710
A128660,피제이메탈,12.0,2023,468255000.0,51558052640.0,75241819630.0,229349317990.0,6013093240.0,13387158970.0,2640906000.0,4434000.0,98729000000.0,128660
A109860,동일금속,12.0,2023,20665563000.0,0.0,150584456840.0,110445489870.0,12368057830.0,318836220.0,1822295560.0,0.0,172461000000.0,109860
A199430,케이엔알시스템,12.0,2023,1100753000.0,16354936820.0,8016485940.0,21399034150.0,-4340926910.0,-3788313310.0,790140000.0,71699000.0,,199430
A457370,한켐,12.0,2023,1871298000.0,7000000000.0,20704458200.0,26940818810.0,5021083690.0,4160972900.0,1308038000.0,3640000.0,,457370
A104620,노랑풍선,12.0,2023,4135189000.0,23083592350.0,40289799860.0,98612582460.0,6616430890.0,5919546970.0,1180453000.0,1990123000.0,121718000000.0,104620
A223250,드림씨아이에스,12.0,2023,5804074000.0,4291491310.0,56931043140.0,47844017770.0,1587789000.0,3857550740.0,1473566000.0,675884000.0,82094000000.0,223250
A126880,제이엔케이글로벌,12.0,2023,91594951000.0,72808115430.0,114224682520.0,166706283420.0,4137698750.0,3784089620.0,1686235000.0,107737000.0,138320000000.0,126880
A036670,KCI,12.0,2023,8111615000.0,1169300000.0,106426921490.0,109946107600.0,10271822180.0,11000382550.0,3958374000.0,264293000.0,92954000000.0,36670
A002230,피에스텍,12.0,2023,32988247000.0,11483797610.0,129918232310.0,69629912610.0,851493800.0,3903923410.0,1673043000.0,146843000.0,80556000000.0,2230
A054920,한컴위드,12.0,2023,10665492000.0,48036107560.0,144513289570.0,410144584860.0,-2462794230.0,-546111830.0,1546697000.0,809657000.0,116732000000.0,54920
A263800,데이타솔루션,12.0,2023,22121015000.0,5698548830.0,33543938390.0,99260952850.0,1263533950.0,1609123220.0,1169275000.0,1934608000.0,101545000000.0,263800
A024840,KBI메탈,12.0,2023,15136680000.0,79073272980.0,122041087110.0,685035268660.0,7819137790.0,665696050.0,3557079000.0,27960000.0,52971000000.0,24840
A013700,까뮤이앤씨,12.0,2023,24637322000.0,71068120920.0,87295246560.0,278827953380.0,6651260920.0,2607626820.0,1716441000.0,103541000.0,75902000000.0,13700
A006660,삼성공조,12.0,2023,18371708000.0,3878244890.0,271167495210.0,125890836950.0,5439330780.0,14081133280.0,3249437850.0,131215540.0,83838000000.0,6660
A111110,호전실업,12.0,2023,20314417000.0,124749732280.0,151689581330.0,441548776500.0,35118432800.0,17191428990.0,7924012000.0,171379000.0,79407000000.0,111110
A000910,유니온,12.0,2023,14039386000.0,146328704530.0,176099556370.0,224649755560.0,-1992452120.0,-2562126200.0,11690970910.0,164876280.0,93956000000.0,910
A000890,보해양조,12.0,2023,13059379000.0,38108283970.0,80013889450.0,93084785140.0,-2803701930.0,-3555068220.0,7536691000.0,60010000.0,80977000000.0,890
A432430,와이랩,12.0,2023,7446021000.0,3640954830.0,32123143770.0,19417877180.0,-5513759390.0,-6088783910.0,1185985340.0,49652300.0,147936000000.0,432430
A090410,덕신이피씨,12.0,2023,16648828000.0,35833933380.0,113952501520.0,218078494400.0,28946846480.0,24087745660.0,3780233590.0,28953680.0,94047000000.0,90410
A304840,피플바이오,12.0,2023,691183000.0,2554406390.0,19663884120.0,4452858220.0,-15247510960.0,-17382290180.0,1206520730.0,358156220.0,125550000000.0,304840
A004910,조광페인트,12.0,2023,13972491000.0,142835193560.0,175296462580.0,252818412760.0,3706462380.0,4760404220.0,5876297000.0,391179000.0,88958000000.0,4910
A289080,SV인베스트먼트,3.0,2023,7329993300.0,11904498490.0,74627319610.0,29749069070.0,6330845120.0,4285227080.0,929482200.0,6351440.0,111908000000.0,289080
A265560,영화테크,12.0,2023,3306304000.0,14250532420.0,62649712220.0,64920252510.0,5013561600.0,6098020490.0,4038736000.0,425009000.0,117337000000.0,265560
A127980,화인써키트,12.0,2023,3584499000.0,34780240750.0,48223115450.0,69222343610.0,4317041780.0,5207564910.0,1482148000.0,864623000.0,131120000000.0,127980
A033310,엠투엔,12.0,2023,4829929000.0,23315290550.0,142778918730.0,76995441500.0,3209549960.0,3239297720.0,2076013280.0,0.0,167297000000.0,33310
A054930,유신,12.0,2023,18919866000.0,9727428620.0,126955852850.0,341055308840.0,18309702870.0,20095002630.0,2676115000.0,113671000.0,104071000000.0,54930
A007370,진양제약,12.0,2023,5118099000.0,7831277000.0,89583431480.0,94111137950.0,9085104030.0,12659155360.0,2382150000.0,272927000.0,73439000000.0,7370
A004540,깨끗한나라,12.0,2023,31804114000.0,320294558860.0,211602422730.0,514854128370.0,-18914851980.0,-30844136630.0,33627997020.0,1852548460.0,94357000000.0,4540
A175250,아이큐어,12.0,2023,6331931000.0,76408687860.0,59592906810.0,56806335190.0,-22656494900.0,-32298851200.0,7035360680.0,2007493310.0,103026000000.0,175250
A048430,유라테크,12.0,2023,30845800000.0,0.0,133923591940.0,209704070800.0,6031551190.0,17263249540.0,3553746190.0,296127620.0,98944000000.0,48430
A115440,우리넷,12.0,2023,8833521000.0,24583816270.0,76375473690.0,119069644040.0,8480464710.0,5693282750.0,2078781000.0,709932000.0,87981000000.0,115440
A155650,와이엠씨,12.0,2023,28138116000.0,16495181000.0,122689499340.0,204633201120.0,15769934520.0,14806555740.0,4940730000.0,164764000.0,118735000000.0,155650
A357880,비트나인,12.0,2023,7955876000.0,22259839940.0,17726898570.0,27840337670.0,-13292681420.0,-17105422480.0,1251440000.0,547904000.0,85766000000.0,357880
A041910,폴라리스AI파마,12.0,2023,22776703000.0,1229515630.0,115632727350.0,64214830710.0,5343807010.0,3823642690.0,2215095000.0,100350000.0,85240000000.0,41910
A024910,경창산업,12.0,2023,35766252000.0,198355231660.0,149914846820.0,667253963810.0,21036204670.0,8828533620.0,27858104000.0,1253451000.0,94172000000.0,24910
A017480,삼현철강,12.0,2023,99311613000.0,0.0,194512419340.0,262437778010.0,9727719980.0,10414244120.0,1755117000.0,10940000.0,80931000000.0,17480
A017510,세명전기,12.0,2023,442956000.0,10000000.0,74962897930.0,11835001410.0,1351879740.0,1306545860.0,342618750.0,36783780.0,46430000000.0,17510
A087260,모바일어플라이언스,12.0,2023,26018779000.0,14910852810.0,48264931120.0,49804458550.0,452468280.0,2110182810.0,352831000.0,1655667000.0,98662000000.0,87260
A038680,에스넷,12.0,2023,41980724000.0,27835733910.0,107842565790.0,477140534210.0,14463119760.0,21100236480.0,3115993000.0,168082000.0,91908000000.0,38680
A456010,아이씨티케이,12.0,2023,1504299000.0,69630000.0,9408274170.0,6187514370.0,-2364614730.0,-9030707390.0,434887910.0,142909840.0,,456010
A043260,성호전자,12.0,2023,47585266000.0,118554287470.0,102055289480.0,208061479020.0,25857169610.0,17583612410.0,5131986000.0,137454000.0,78786000000.0,43260
A021820,세원정공,6.0,2023,43755013000.0,0.0,581208055520.0,159199457300.0,12037913130.0,-31272001750.0,12551087000.0,29344000.0,72660000000.0,21820
A092440,기신정기,3.0,2023,18328640000.0,1142627200.0,249284656360.0,137860488670.0,2498092900.0,1715138860.0,5383349000.0,19700000.0,98119000000.0,92440
A210120,빅텐츠,12.0,2023,5285686000.0,584699720.0,22996805790.0,17543308550.0,-545218190.0,-249361460.0,147313000.0,1114213000.0,53113000000.0,210120
A013870,지엠비코리아,12.0,2023,16568455000.0,184551826020.0,269566488960.0,690905792850.0,20566629970.0,10813294720.0,28512547770.0,348354420.0,90832000000.0,13870
A091440,한울소재과학,12.0,2023,9706086000.0,9868747530.0,22344516370.0,37597363640.0,-4053331720.0,-5763316670.0,1243580930.0,477784280.0,29436000000.0,91440
A052790,액토즈소프트,12.0,2023,47931650000.0,4627513900.0,248737368700.0,89363311390.0,42439379220.0,34035088210.0,2125512790.0,86491850.0,88559000000.0,52790
A004870,티웨이홀딩스,12.0,2023,510927000.0,8404423190.0,166583694670.0,7774124990.0,-3006329570.0,4560758530.0,0.0,0.0,62633000000.0,4870
A049550,잉크테크,12.0,2023,5960939000.0,39864039710.0,73242511390.0,62809011380.0,3845772380.0,3712235620.0,2581129460.0,302677350.0,89045000000.0,49550
A263050,유틸렉스,12.0,2023,30313226000.0,5078182740.0,63195703240.0,131654000.0,-29783867700.0,-28342103920.0,3255094000.0,570063000.0,158136000000.0,263050
A000220,유유제약,12.0,2023,30604882000.0,39407152110.0,120355654880.0,137209588670.0,364537120.0,-5540581550.0,4980703000.0,626630000.0,93161000000.0,220
A010640,진양폴리,12.0,2023,1284205000.0,10549700540.0,32215828610.0,54512150090.0,3960005030.0,3663580210.0,2368675820.0,0.0,55003000000.0,10640
A065530,와이어블,12.0,2023,4312358000.0,24758168940.0,75288833130.0,72569201270.0,2884007080.0,2340417810.0,13199605540.0,25000000.0,112713000000.0,65530
A067290,JW신약,12.0,2023,19013790000.0,31437832000.0,16444347340.0,104234950410.0,5627697720.0,-37402206970.0,1869480000.0,798773000.0,143393000000.0,67290
A036120,SCI평가정보,12.0,2023,3156435000.0,641428460.0,29109456400.0,34374009970.0,401056870.0,438984970.0,1533023300.0,742105510.0,139315000000.0,36120
A101170,우림피티에스,12.0,2023,1952072000.0,1561062000.0,89542802110.0,57344901360.0,2473145470.0,5037601230.0,3536785000.0,197155000.0,90655000000.0,101170
A050110,캠시스,12.0,2023,44751662000.0,116828659480.0,82727358510.0,500586465070.0,6862406040.0,-14107550360.0,15121329000.0,582099000.0,123609000000.0,50110
A024800,유성티엔에스,12.0,2023,11439578000.0,99706037060.0,465004288520.0,237322795450.0,2095347530.0,69537753930.0,2252625000.0,0.0,81443000000.0,24800
A330730,스톤브릿지벤처스,12.0,2023,6835353410.0,0.0,88821588900.0,19002056580.0,6440509580.0,6186941880.0,617725280.0,1714680.0,79527000000.0,330730
A102280,쌍방울,12.0,2023,10112643000.0,20092894740.0,113556355330.0,94737530950.0,367210780.0,-26111495830.0,984892480.0,22826560.0,75361000000.0,102280
A217190,제너셈,12.0,2023,11253378000.0,20873785000.0,42427946680.0,56453761120.0,3561812640.0,3596032740.0,1107485000.0,109249000.0,95415000000.0,217190
A049480,오픈베이스,12.0,2023,32229775000.0,14571765510.0,94598967270.0,204046578950.0,6605459350.0,5761787730.0,1777378000.0,1937977000.0,90212000000.0,49480
A053160,프리엠스,12.0,2023,16200733000.0,792889960.0,59555853910.0,22943695630.0,-12327570.0,733953590.0,215834000.0,0.0,53619000000.0,53160
A348350,위드텍,12.0,2023,22499528000.0,13024770820.0,115189545340.0,49561291840.0,2424570900.0,6331922420.0,881290000.0,179690000.0,127347000000.0,348350
A222110,팬젠,12.0,2023,45404000.0,2017950370.0,12565977830.0,7315125370.0,-4225497050.0,-4488830770.0,823522000.0,773231000.0,60917000000.0,222110
A016880,웅진,12.0,2023,47969470000.0,469548877810.0,191624801170.0,1018577151620.0,22359940820.0,-24754798280.0,55470016000.0,28772366000.0,112481000000.0,16880
A044060,조광ILI,12.0,2023,3114530000.0,24553287010.0,57588997810.0,29708323390.0,-2536971860.0,-34374541860.0,1913965000.0,36510000.0,81279000000.0,44060
A153710,옵티팜,12.0,2023,2254410000.0,10046263000.0,25144342750.0,17372567550.0,-2630945400.0,-2436687420.0,1391677200.0,41538020.0,110110000000.0,153710
A237820,플레이디,12.0,2023,15122035000.0,3821262980.0,81295800330.0,37255650160.0,2531121710.0,2885948550.0,1869254270.0,349402540.0,71863000000.0,237820
A363250,진시스템,12.0,2023,9089755000.0,4487678890.0,30683631790.0,897027720.0,-9484494690.0,-8059011080.0,348872000.0,196513000.0,114231000000.0,363250
A239610,에이치엘사이언스,12.0,2023,2316059000.0,0.0,102593407120.0,25587457010.0,-4692442900.0,-1391182440.0,2046400000.0,361518000.0,91350000000.0,239610
A025550,한국선재,12.0,2023,17625276000.0,92662561990.0,144027875720.0,248447837490.0,5122217250.0,-1448912760.0,5341526670.0,47142980.0,98400000000.0,25550
A413630,씨피시스템,12.0,2023,6675876000.0,46665830.0,37021633650.0,21950488670.0,6341861300.0,5172598630.0,1682184000.0,14950000.0,12948000000.0,413630
A357580,아모센스,12.0,2023,10015527000.0,36152480070.0,36445242720.0,87453532390.0,796067210.0,-1422864410.0,2149808000.0,1735444000.0,155680000000.0,357580
A014440,영보화학,12.0,2023,36299735000.0,2242534320.0,163864004670.0,90279029900.0,6950540600.0,5960794940.0,7849532000.0,460216000.0,72369000000.0,14440
A104540,코렌텍,12.0,2023,17077198000.0,43775067070.0,86121178390.0,92046040610.0,7052267460.0,5134788010.0,3989428000.0,990224000.0,146843000000.0,104540
A075180,새론오토모티브,12.0,2023,61875150000.0,1004126530.0,230301783100.0,140307231180.0,-7620523970.0,3330585960.0,7704168160.0,109410530.0,86695000000.0,75180
A033170,시그네틱스,12.0,2023,13452051000.0,13578729340.0,117935343720.0,185484580200.0,-14999228860.0,-15429078420.0,9694574530.0,0.0,112384000000.0,33170
A094850,참좋은여행,12.0,2023,8156331000.0,1460411600.0,84529311740.0,68664951960.0,6419133670.0,7210677390.0,1073456000.0,524926000.0,128715000000.0,94850
A042110,에스씨디,12.0,2023,61724675000.0,77585800.0,121558955540.0,193993189980.0,5747990590.0,4842340330.0,2482297000.0,38273000.0,87671000000.0,42110
A101330,모베이스,12.0,2023,56664622000.0,231657720090.0,435831478970.0,1262831655160.0,40278032250.0,20439594740.0,51697844140.0,3574908340.0,83198000000.0,101330
A055490,테이팩스,12.0,2023,12376932000.0,20456848930.0,152690727620.0,145840123980.0,6620536450.0,8104139240.0,5837813000.0,841665000.0,216343000000.0,55490
A081150,티플랙스,12.0,2023,5459457000.0,48970129000.0,157685266830.0,251061348190.0,-1532496390.0,-2234754460.0,1861174590.0,9522000.0,92453000000.0,81150
A002140,고려산업,12.0,2023,22007520000.0,120013288450.0,106925910940.0,319058618650.0,7989271000.0,3135896960.0,3707410600.0,6975000.0,92466000000.0,2140
A053980,오상자이엘,12.0,2023,9523133000.0,2217640000.0,95845375030.0,103285811800.0,6343563760.0,23869358370.0,586741000.0,156816000.0,96617000000.0,53980
